player_id,name,position,shoots,birth_date,birth_city,birth_country,height,weight,games_played,goals,assists,points,plus_minus,shots,shooting_pct,save_pct,goals_against_avg,wins,losses,shutouts
8477507,Nikita Zadorov,D,L,1995-04-16,Moscow,RUS,78,248,723.0,51.0,117.0,168.0,37.0,877.0,0.0581,0.0,0.0,0.0,0.0,0.0
8480817,K'Andre Miller,D,L,2000-01-21,St. Paul,USA,77,210,368.0,36.0,96.0,132.0,49.0,483.0,0.0745,0.0,0.0,0.0,0.0,0.0
8479987,Morgan Geekie,C,R,1998-07-20,Strathclair,CAN,75,208,333.0,72.0,87.0,159.0,11.0,492.0,0.1463,0.0,0.0,0.0,0.0,0.0
8480028,Morgan Frost,C,L,1999-05-14,Aurora,CAN,72,193,310.0,53.0,94.0,147.0,-39.0,550.0,0.09630000000000001,0.0,0.0,0.0,0.0,0.0
8478443,Brandon Carlo,D,R,1996-11-26,Colorado Springs,USA,77,220,637.0,29.0,83.0,112.0,133.0,809.0,0.0358,0.0,0.0,0.0,0.0,0.0
8478048,Igor Shesterkin,G,L,1995-12-30,Moscow,RUS,73,195,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.917499,0.0,162.0,88.0,21.0
8475220,Marcus Foligno,L,L,1991-08-10,Buffalo,USA,75,226,875.0,140.0,183.0,323.0,47.0,1025.0,0.1365,0.0,0.0,0.0,0.0,0.0
8482747,Brennan Othmann,L,L,2003-01-05,Pickering,CAN,72,192,25.0,0.0,2.0,2.0,7.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8484144,Connor Bedard,C,R,2005-07-17,North Vancouver,CAN,70,185,150.0,45.0,83.0,128.0,-80.0,401.0,0.11220000000000001,0.0,0.0,0.0,0.0,0.0
8478409,Anthony Richard,C,L,1996-12-20,Trois-Rivières,CAN,70,185,39.0,6.0,8.0,14.0,-3.0,40.0,0.15,0.0,0.0,0.0,0.0,0.0
8482134,Luke Tuch,L,L,2002-03-07,Syracuse,USA,75,215,,,,,,,,,,,,
8481607,Albert Johansson,D,L,2001-01-04,Karlstad,SWE,72,168,61.0,3.0,6.0,9.0,-11.0,48.0,0.0625,0.0,0.0,0.0,0.0,0.0
8477479,Tyler Bertuzzi,L,L,1995-02-24,Sudbury,CAN,74,200,488.0,136.0,171.0,307.0,-76.0,944.0,0.14400000000000002,0.0,0.0,0.0,0.0,0.0
8482460,Matt Rempe,C,R,2002-06-29,Calgary,CAN,81,255,59.0,4.0,6.0,10.0,8.0,42.0,0.09519999999999999,0.0,0.0,0.0,0.0,0.0
8475149,Marcus Johansson,L,L,1990-10-06,Landskrona,SWE,73,203,983.0,185.0,332.0,517.0,-72.0,1509.0,0.1225,0.0,0.0,0.0,0.0,0.0
8475791,Taylor Hall,L,L,1991-11-14,Calgary,CAN,73,210,909.0,284.0,455.0,739.0,-43.0,2769.0,0.1025,0.0,0.0,0.0,0.0,0.0
8477402,Pavel Buchnevich,L,L,1995-04-17,Cherepovets,RUS,73,196,593.0,182.0,276.0,458.0,63.0,1252.0,0.14529999999999998,0.0,0.0,0.0,0.0,0.0
8483548,Brandon Bussi,G,R,1998-06-25,Sound Beach,USA,76,218,,,,,,,,,,,,
8478406,Mackenzie Blackwood,G,L,1996-12-09,Thunder Bay,CAN,76,225,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.905762,0.0,103.0,103.0,14.0
8483460,David Jiricek,D,R,2003-11-28,Klatovy,CZE,76,204,59.0,2.0,11.0,13.0,-8.0,52.0,0.0384,0.0,0.0,0.0,0.0,0.0
8478013,Jake Walman,D,L,1996-02-20,Toronto,CAN,73,218,267.0,32.0,59.0,91.0,3.0,547.0,0.058499999999999996,0.0,0.0,0.0,0.0,0.0
8482089,Jake Neighbours,L,L,2002-03-29,Calgary,CAN,72,201,211.0,56.0,40.0,96.0,-37.0,328.0,0.1707,0.0,0.0,0.0,0.0,0.0
8482475,Yegor Chinakhov,R,L,2001-02-01,Omsk,RUS,73,201,175.0,34.0,37.0,71.0,-42.0,320.0,0.10619999999999999,0.0,0.0,0.0,0.0,0.0
8478099,Kevin Labanc,R,R,1995-12-12,Brooklyn,USA,71,185,512.0,84.0,153.0,237.0,-87.0,920.0,0.0913,0.0,0.0,0.0,0.0,0.0
8481848,Jacob Gaucher,C,R,2001-03-09,Longueuil,CAN,75,185,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8476453,Nikita Kucherov,R,L,1993-06-17,Maykop,RUS,72,180,803.0,357.0,637.0,994.0,157.0,2481.0,0.1438,0.0,0.0,0.0,0.0,0.0
8482171,William Wallinder,D,L,2002-07-28,Solleftea,SWE,76,191,,,,,,,,,,,,
8482798,Jake Gaudet,C,L,1996-06-18,Ottawa,CAN,74,201,,,,,,,,,,,,
8475225,Craig Smith,C,R,1989-09-05,Madison,USA,73,203,987.0,220.0,232.0,452.0,88.0,2319.0,0.09480000000000001,0.0,0.0,0.0,0.0,0.0
8484795,Tij Iginla,C,L,2006-08-04,Kelowna,CAN,72,182,,,,,,,,,,,,
8477353,Tyler Motte,C,L,1995-03-10,St. Clair,USA,70,194,455.0,53.0,46.0,99.0,-38.0,661.0,0.0801,0.0,0.0,0.0,0.0,0.0
8482193,Dylan Garand,G,L,2002-06-07,Victoria,CAN,73,177,,,,,,,,,,,,
8477505,Alexander Wennberg,C,L,1994-09-22,Stockholm,SWE,74,190,789.0,101.0,269.0,370.0,-43.0,951.0,0.10619999999999999,0.0,0.0,0.0,0.0,0.0
8480887,Jordan Harris,D,L,2000-07-07,Haverhill,USA,71,187,164.0,9.0,28.0,37.0,-6.0,137.0,0.06559999999999999,0.0,0.0,0.0,0.0,0.0
8479336,Carl Grundstrom,R,L,1997-12-01,Umea,SWE,72,200,292.0,43.0,33.0,76.0,-35.0,464.0,0.0926,0.0,0.0,0.0,0.0,0.0
8478133,Jake Evans,C,R,1996-06-02,Toronto,CAN,72,190,350.0,40.0,88.0,128.0,-7.0,409.0,0.0978,0.0,0.0,0.0,0.0,0.0
8480015,Owen Tippett,R,R,1999-02-16,Peterborough,CAN,73,210,347.0,93.0,92.0,185.0,-47.0,937.0,0.0992,0.0,0.0,0.0,0.0,0.0
8476624,Barclay Goodrow,R,L,1993-02-26,Toronto,CAN,74,209,649.0,65.0,112.0,177.0,-21.0,732.0,0.08869999999999999,0.0,0.0,0.0,0.0,0.0
8482742,Zachary L'Heureux,L,L,2003-05-15,Montréal,CAN,71,197,62.0,5.0,10.0,15.0,-6.0,78.0,0.0641,0.0,0.0,0.0,0.0,0.0
8483659,Isaac Poulter,G,L,2001-09-12,Winnipeg,CAN,74,174,,,,,,,,,,,,
8481594,Nathan Légaré,R,R,2001-01-11,Montréal,CAN,72,200,3.0,0.0,0.0,0.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8483841,Xavier Parent,C,L,2001-03-23,Laval,CAN,68,170,,,,,,,,,,,,
8479977,Kailer Yamamoto,R,R,1998-09-29,Spokane,USA,69,178,315.0,60.0,77.0,137.0,19.0,434.0,0.1382,0.0,0.0,0.0,0.0,0.0
8475167,Victor Hedman,D,L,1990-12-18,Ornskoldsvik,SWE,79,245,1131.0,171.0,623.0,794.0,193.0,2422.0,0.0706,0.0,0.0,0.0,0.0,0.0
8480798,Philipp Kurashev,C,L,1999-10-12,Munsingen,SUI,72,190,317.0,48.0,82.0,130.0,-129.0,449.0,0.1069,0.0,0.0,0.0,0.0,0.0
8476878,Zemgus Girgensons,C,L,1994-01-05,Riga,LAT,75,192,770.0,91.0,103.0,194.0,-73.0,1090.0,0.0834,0.0,0.0,0.0,0.0,0.0
8484149,Gavin Brindley,C,R,2004-10-05,Fort Myers,USA,68,173,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8483050,Tag Bertuzzi,C,L,2001-02-18,Vancouver,CAN,73,220,,,,,,,,,,,,
8474870,Tyler Johnson,C,R,1990-07-29,Spokane,USA,68,191,747.0,193.0,240.0,433.0,19.0,1504.0,0.1283,0.0,0.0,0.0,0.0,0.0
8477919,Frederick Gaudreau,C,R,1993-05-01,Bromont,CAN,72,184,410.0,61.0,91.0,152.0,9.0,570.0,0.107,0.0,0.0,0.0,0.0,0.0
8478401,Pavel Zacha,C,L,1997-04-06,Brno,CZE,75,206,628.0,125.0,217.0,342.0,-36.0,1056.0,0.1183,0.0,0.0,0.0,0.0,0.0
8474716,Jared Spurgeon,D,R,1989-11-29,Edmonton,CAN,69,166,933.0,117.0,299.0,416.0,125.0,1543.0,0.0758,0.0,0.0,0.0,0.0,0.0
8477948,Travis Sanheim,D,L,1996-03-29,Elkhorn,CAN,76,222,579.0,54.0,159.0,213.0,-50.0,922.0,0.058499999999999996,0.0,0.0,0.0,0.0,0.0
8482113,Anton Lundell,C,L,2001-10-03,Espoo,FIN,73,196,295.0,60.0,97.0,157.0,70.0,601.0,0.0998,0.0,0.0,0.0,0.0,0.0
8477244,Chad Ruhwedel,D,R,1990-05-07,San Diego,USA,71,189,369.0,13.0,37.0,50.0,-7.0,396.0,0.032799999999999996,0.0,0.0,0.0,0.0,0.0
8475745,Charlie Coyle,C,R,1992-03-02,East Weymouth,USA,75,215,950.0,189.0,296.0,485.0,47.0,1632.0,0.1158,0.0,0.0,0.0,0.0,0.0
8471215,Evgeni Malkin,C,L,1986-07-31,Magnitogorsk,RUS,77,210,1213.0,514.0,832.0,1346.0,28.0,3810.0,0.1349,0.0,0.0,0.0,0.0,0.0
8478415,Jakub Zboril,D,L,1997-02-21,Brno,CZE,73,199,76.0,1.0,15.0,16.0,0.0,62.0,0.0161,0.0,0.0,0.0,0.0,0.0
8480835,Jack Drury,C,L,2000-02-03,New York,USA,71,186,186.0,20.0,35.0,55.0,11.0,274.0,0.0729,0.0,0.0,0.0,0.0,0.0
8484916,Dylan Wendt,R,R,2001-01-09,Grand Haven,USA,73,195,,,,,,,,,,,,
8481587,Antti Tuomisto,D,R,2001-01-20,Pori,FIN,76,194,,,,,,,,,,,,
8477404,Jake Guentzel,C,L,1994-10-06,Omaha,USA,71,178,600.0,268.0,303.0,571.0,87.0,1710.0,0.1567,0.0,0.0,0.0,0.0,0.0
8477962,Brendan Lemieux,L,L,1996-03-15,Denver,USA,73,215,307.0,36.0,38.0,74.0,-10.0,347.0,0.10369999999999999,0.0,0.0,0.0,0.0,0.0
8480291,Skyler Brind'Amour,C,L,1999-07-27,Raleigh,USA,74,195,2.0,1.0,0.0,1.0,-3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8477495,Seth Jones,D,R,1994-10-03,Arlington,USA,76,213,860.0,99.0,342.0,441.0,-139.0,1905.0,0.0519,0.0,0.0,0.0,0.0,0.0
8480836,Jonathan Gruden,C,L,2000-05-04,Rochester Hills,USA,72,192,16.0,1.0,0.0,1.0,-2.0,9.0,0.11109999999999999,0.0,0.0,0.0,0.0,0.0
8479550,Tanner Laczynski,C,R,1997-06-01,Minooka,USA,73,205,46.0,3.0,2.0,5.0,-6.0,31.0,0.0967,0.0,0.0,0.0,0.0,0.0
8482147,Jean-Luc Foudy,C,R,2002-05-13,Scarborough,CAN,71,177,13.0,1.0,0.0,1.0,-2.0,14.0,0.07139999999999999,0.0,0.0,0.0,0.0,0.0
8479996,Cody Glass,C,R,1999-04-01,Winnipeg,CAN,75,201,252.0,35.0,58.0,93.0,-6.0,392.0,0.0892,0.0,0.0,0.0,0.0,0.0
8476960,Andreas Athanasiou,C,L,1994-08-06,Woodbridge,CAN,74,190,495.0,128.0,118.0,246.0,-112.0,1071.0,0.1195,0.0,0.0,0.0,0.0,0.0
8484839,Harrison Brunicke,D,R,2006-05-08,Johannesburg,RSA,75,195,,,,,,,,,,,,
8481624,Ilya Mikheyev,R,L,1994-10-10,Omsk,RUS,74,192,350.0,80.0,85.0,165.0,36.0,728.0,0.10980000000000001,0.0,0.0,0.0,0.0,0.0
8478178,Darren Raddysh,D,R,1996-02-28,Toronto,CAN,73,202,176.0,13.0,60.0,73.0,3.0,236.0,0.055,0.0,0.0,0.0,0.0,0.0
8477425,Miles Wood,L,L,1995-09-13,Buffalo,USA,74,195,513.0,91.0,91.0,182.0,-73.0,1100.0,0.0827,0.0,0.0,0.0,0.0,0.0
8479580,Dylan Gambrell,C,R,1996-08-26,Bonney Lake,USA,72,191,233.0,17.0,23.0,40.0,-28.0,202.0,0.08410000000000001,0.0,0.0,0.0,0.0,0.0
8482676,Sean Behrens,D,L,2003-03-31,Barrington,USA,70,177,,,,,,,,,,,,
8480058,P.O Joseph,D,L,1999-07-01,Laval,CAN,74,185,194.0,8.0,32.0,40.0,-18.0,226.0,0.0353,0.0,0.0,0.0,0.0,0.0
8480849,Barrett Hayton,C,L,2000-06-09,Peterborough,CAN,73,200,291.0,55.0,75.0,130.0,-31.0,518.0,0.1061,0.0,0.0,0.0,0.0,0.0
8480355,Mark Kastelic,C,R,1999-03-11,Phoenix,USA,76,227,205.0,19.0,20.0,39.0,-15.0,211.0,0.09,0.0,0.0,0.0,0.0,0.0
8474567,Zach Bogosian,D,R,1990-07-15,Massena,USA,75,231,929.0,64.0,179.0,243.0,-77.0,1551.0,0.0412,0.0,0.0,0.0,0.0,0.0
8479718,Alex Barré-Boulet,C,L,1997-05-21,Montmagny,CAN,70,178,70.0,12.0,6.0,18.0,-11.0,89.0,0.1348,0.0,0.0,0.0,0.0,0.0
8481577,Philip Tomasino,C,R,2001-07-28,Mississauga,CAN,72,190,209.0,34.0,60.0,94.0,-9.0,331.0,0.1027,0.0,0.0,0.0,0.0,0.0
8482157,Will Cuylle,L,L,2002-02-05,Toronto,CAN,75,212,167.0,33.0,33.0,66.0,7.0,272.0,0.1213,0.0,0.0,0.0,0.0,0.0
8478416,Erik Cernak,D,R,1997-05-28,Kosice,SVK,76,230,441.0,23.0,86.0,109.0,93.0,607.0,0.0378,0.0,0.0,0.0,0.0,0.0
8483771,Sandis Vilmanis,L,L,2004-01-23,Riga,LAT,73,192,,,,,,,,,,,,
8480890,Jan Jenik,C,L,2000-09-15,Nymburk,CZE,74,199,24.0,4.0,2.0,6.0,-5.0,27.0,0.1481,0.0,0.0,0.0,0.0,0.0
8482095,Tyler Kleven,D,L,2002-01-10,Fargo,USA,77,221,96.0,4.0,9.0,13.0,-13.0,96.0,0.0416,0.0,0.0,0.0,0.0,0.0
8477446,Michael McCarron,R,R,1995-03-07,Grosse Pointe,USA,78,232,302.0,28.0,34.0,62.0,-24.0,354.0,0.079,0.0,0.0,0.0,0.0,0.0
8480073,Erik Brannstrom,D,L,1999-09-02,Eksjo,SWE,70,185,294.0,10.0,67.0,77.0,-17.0,350.0,0.0285,0.0,0.0,0.0,0.0,0.0
8485251,Kai Uchacz,C,R,2003-06-24,Calgary,CAN,74,209,,,,,,,,,,,,
8479343,Clayton Keller,C,L,1998-07-29,Chesterfield,USA,70,175,601.0,196.0,312.0,508.0,-73.0,1566.0,0.1251,0.0,0.0,0.0,0.0,0.0
8482106,Cross Hanas,L,L,2002-01-05,Dallas,USA,73,171,,,,,,,,,,,,
8476854,Hampus Lindholm,D,L,1994-01-20,Helsingborg,SWE,76,224,762.0,73.0,240.0,313.0,147.0,1294.0,0.0564,0.0,0.0,0.0,0.0,0.0
8484858,Anthony (AJ) Spellacy,R,R,2006-02-24,Cleveland,USA,74,195,,,,,,,,,,,,
8481554,Kaapo Kakko,R,L,2001-02-13,Turku,FIN,73,215,379.0,71.0,90.0,161.0,2.0,585.0,0.1213,0.0,0.0,0.0,0.0,0.0
8476438,Brandon Saad,L,L,1992-10-27,Pittsburgh,USA,73,215,935.0,266.0,263.0,529.0,43.0,2102.0,0.1265,0.0,0.0,0.0,0.0,0.0
8484801,Macklin Celebrini,C,L,2006-06-13,North Vancouver,CAN,72,190,70.0,25.0,38.0,63.0,-31.0,236.0,0.1059,0.0,0.0,0.0,0.0,0.0
8480003,Jesper Boqvist,C,L,1998-10-30,Falun,SWE,73,190,314.0,46.0,46.0,92.0,-9.0,354.0,0.12990000000000002,0.0,0.0,0.0,0.0,0.0
8483695,Amadeus Lombardi,C,L,2003-06-05,Newmarket,CAN,70,165,,,,,,,,,,,,
8477450,Jason Dickinson,C,L,1995-07-04,Georgetown,CAN,74,200,502.0,68.0,87.0,155.0,-27.0,634.0,0.1072,0.0,0.0,0.0,0.0,0.0
8482103,Ozzy Wiesblatt,R,R,2002-03-09,Calgary,CAN,70,183,5.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8476372,Nick Seeler,D,L,1993-06-03,Eden Prairie,USA,75,197,373.0,11.0,51.0,62.0,15.0,387.0,0.028399999999999998,0.0,0.0,0.0,0.0,0.0
8474610,Zac Dalpe,C,R,1989-11-01,Paris,CAN,73,194,168.0,16.0,16.0,32.0,-37.0,204.0,0.0784,0.0,0.0,0.0,0.0,0.0
8475809,Scott Wedgewood,G,L,1992-08-14,Brampton,CAN,74,201,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906222,0.0,62.0,54.0,8.0
8480382,Alexandar Georgiev,G,L,1996-02-10,Ruse,BUL,73,178,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.903307,0.0,151.0,108.0,15.0
8477496,Elias Lindholm,C,R,1994-12-02,Boden,SWE,73,202,900.0,235.0,369.0,604.0,11.0,1947.0,0.1206,0.0,0.0,0.0,0.0,0.0
8482711,Stanislav Svozil,D,L,2003-01-17,Prerov,CZE,72,192,2.0,0.0,1.0,1.0,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8475726,Tyler Toffoli,C,R,1992-04-24,Scarborough,CAN,72,203,890.0,290.0,285.0,575.0,66.0,2485.0,0.1167,0.0,0.0,0.0,0.0,0.0
8480007,Jonas Rondbjerg,R,L,1999-03-31,Horsholm,DEN,74,204,76.0,3.0,7.0,10.0,-7.0,81.0,0.037000000000000005,0.0,0.0,0.0,0.0,0.0
8476461,Sean Couturier,C,L,1992-12-07,Phoenix,USA,76,210,874.0,206.0,337.0,543.0,73.0,1924.0,0.107,0.0,0.0,0.0,0.0,0.0
8484616,Matyas Melovsky,C,R,2004-05-25,Zlin,CZE,73,190,,,,,,,,,,,,
8479365,Trent Frederic,C,L,1998-02-11,St. Louis,USA,75,221,338.0,55.0,54.0,109.0,18.0,485.0,0.1134,0.0,0.0,0.0,0.0,0.0
8477220,Nate Schmidt,D,L,1991-07-16,St. Cloud,USA,72,197,741.0,52.0,187.0,239.0,106.0,987.0,0.0526,0.0,0.0,0.0,0.0,0.0
8478851,Alexandre Carrier,D,R,1996-10-08,Quebec City,CAN,71,174,296.0,13.0,74.0,87.0,29.0,338.0,0.0384,0.0,0.0,0.0,0.0,0.0
8478434,Keegan Kolesar,R,R,1997-04-08,Brandon,CAN,74,216,357.0,38.0,65.0,103.0,-9.0,365.0,0.1041,0.0,0.0,0.0,0.0,0.0
8481604,Pavel Dorofeyev,L,L,2000-10-26,Nizhny Tagil,RUS,73,194,149.0,55.0,30.0,85.0,14.0,392.0,0.14029999999999998,0.0,0.0,0.0,0.0,0.0
8484911,Collin Graf,R,R,2002-09-21,Lincoln,USA,73,194,40.0,5.0,8.0,13.0,-8.0,47.0,0.1063,0.0,0.0,0.0,0.0,0.0
8476891,Matt Grzelcyk,D,L,1994-01-05,Charlestown,USA,70,180,527.0,26.0,149.0,175.0,131.0,741.0,0.035,0.0,0.0,0.0,0.0,0.0
8475753,Justin Faulk,D,R,1992-03-20,South St. Paul,USA,72,214,980.0,130.0,328.0,458.0,-66.0,2287.0,0.056799999999999996,0.0,0.0,0.0,0.0,0.0
8483763,Maksymilian Szuber,D,L,2002-08-25,Opole,POL,75,215,1.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8479393,Noah Gregor,C,L,1998-07-28,Beaumont,CAN,72,201,293.0,36.0,34.0,70.0,-79.0,538.0,0.0669,0.0,0.0,0.0,0.0,0.0
8478874,Adam Gaudette,R,R,1996-10-03,Braintree,USA,73,187,301.0,46.0,50.0,96.0,-25.0,389.0,0.1182,0.0,0.0,0.0,0.0,0.0
8479944,Zachary Aston-Reese,C,L,1994-08-10,Staten Island,USA,73,200,389.0,48.0,49.0,97.0,18.0,542.0,0.0885,0.0,0.0,0.0,0.0,0.0
8481004,Josiah Slavin,L,L,1998-12-31,Erie,USA,75,205,15.0,0.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8481527,Kaedan Korczak,D,R,2001-01-29,Yorkton,CAN,75,203,77.0,1.0,20.0,21.0,25.0,82.0,0.0121,0.0,0.0,0.0,0.0,0.0
8482452,Elliot Desnoyers,L,L,2002-01-21,Saint-Hyacinthe,CAN,71,183,4.0,0.0,0.0,0.0,-2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
